,State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,city,city_ascii,state_name,county_fips,county_name,population,density,source,incorporated,ranking,isMetro,areaname,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost,median_family_income
225772,KENTUCKY,TAYLORSVILLE,"1,286",0,0.0,0,0,0,11,2,9,0,TAYLORSVILLE,Taylorsville,KENTUCKY,21215,SPENCER,1308,555,polygon,True,3,True,"Louisville, KY-IN HUD Metro FMR Area",2p2c,8332.43556,8814.74928,15894.81,13798.4736,6213.10176,8546.8206,75687.264,89407.796875
225795,WASHINGTON,AIRWAY HEIGHTS,"9,545",27,0.0,8,5,14,408,58,304,46,AIRWAY HEIGHTS,Airway Heights,WASHINGTON,53063,SPOKANE,9485,609,polygon,True,3,True,"Spokane, WA HUD Metro FMR Area",2p2c,12084.0,9504.33912,14518.2888,11628.31056,7822.30668,6165.40644,77820.7968,75818.78125
225805,WASHINGTON,SPOKANE VALLEY,"100,983",311,1.0,38,82,190,"4,465",483,"3,626",356,SPOKANE VALLEY,Spokane Valley,WASHINGTON,53063,SPOKANE,101060,1034,polygon,True,2,True,"Spokane, WA HUD Metro FMR Area",2p2c,12084.0,9504.33912,14518.2888,11628.31056,7822.30668,6165.40644,77820.7968,75818.78125
225815,WASHINGTON,SPOKANE,"220,432","1,520",6.0,230,311,973,"13,048","1,743","10,026","1,279",SPOKANE,Spokane,WASHINGTON,53063,SPOKANE,412275,1247,polygon,True,2,True,"Spokane, WA HUD Metro FMR Area",2p2c,12084.0,9504.33912,14518.2888,11628.31056,7822.30668,6165.40644,77820.7968,75818.78125
225825,WASHINGTON,CHENEY,"12,632",39,0.0,16,5,18,204,56,137,11,CHENEY,Cheney,WASHINGTON,53063,SPOKANE,12522,1113,polygon,True,3,True,"Spokane, WA HUD Metro FMR Area",2p2c,12084.0,9504.33912,14518.2888,11628.31056,7822.30668,6165.40644,77820.7968,75818.78125
225835,WASHINGTON,LIBERTY LAKE,"11,043",8,0.0,0,2,6,166,22,135,9,LIBERTY LAKE,Liberty Lake,WASHINGTON,53063,SPOKANE,10956,687,polygon,True,3,True,"Spokane, WA HUD Metro FMR Area",2p2c,12084.0,9504.33912,14518.2888,11628.31056,7822.30668,6165.40644,77820.7968,75818.78125
225847,MISSOURI,ST. PETERS,"57,697",139,0.0,21,13,105,"1,162",99,969,94,ST. PETERS,St. Peters,MISSOURI,29183,ST. CHARLES,58212,1003,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12939.8604,9594.28488,14255.4372,14113.5144,8165.00976,9605.58624,84110.8008,103011.1875
225867,MISSOURI,WENTZVILLE,"42,892",88,0.0,11,7,70,450,45,378,27,WENTZVILLE,Wentzville,MISSOURI,29183,ST. CHARLES,41784,809,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12939.8604,9594.28488,14255.4372,14113.5144,8165.00976,9605.58624,84110.8008,103011.1875
225887,MISSOURI,LAKE ST. LOUIS,"16,444",22,0.0,0,2,20,267,14,234,19,LAKE ST. LOUIS,Lake St. Louis,MISSOURI,29183,ST. CHARLES,16864,763,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12939.8604,9594.28488,14255.4372,14113.5144,8165.00976,9605.58624,84110.8008,103011.1875
225907,MISSOURI,COTTLEVILLE,"5,849",5,0.0,0,1,4,36,1,30,5,COTTLEVILLE,Cottleville,MISSOURI,29183,ST. CHARLES,5608,468,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12939.8604,9594.28488,14255.4372,14113.5144,8165.00976,9605.58624,84110.8008,103011.1875
225927,MISSOURI,O'FALLON,"89,611",114,1.0,16,9,88,"1,015",75,867,73,O'FALLON,O'Fallon,MISSOURI,29183,ST. CHARLES,88673,1149,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12939.8604,9594.28488,14255.4372,14113.5144,8165.00976,9605.58624,84110.8008,103011.1875
225947,MISSOURI,FORISTELL,589,3,0.0,0,0,3,19,0,18,1,FORISTELL,Foristell,MISSOURI,29183,ST. CHARLES,606,41,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12939.8604,9594.28488,14255.4372,14113.5144,8165.00976,9605.58624,84110.8008,103011.1875
225966,ILLINOIS,MARISSA,"1,807",13,0.0,0,1,12,44,9,27,8,MARISSA,Marissa,ILLINOIS,17163,ST. CLAIR,1806,96,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226006,ILLINOIS,EAST ST. LOUIS,"26,277",268,36.0,27,32,173,415,169,139,107,EAST ST. LOUIS,East St. Louis,ILLINOIS,17163,ST. CLAIR,26047,722,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226046,ILLINOIS,FAIRMONT CITY,"2,452",0,0.0,0,0,0,25,11,11,3,FAIRMONT CITY,Fairmont City,ILLINOIS,17163,ST. CLAIR,2453,152,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226086,ILLINOIS,FREEBURG,"4,240",3,0.0,0,1,2,24,5,18,1,FREEBURG,Freeburg,ILLINOIS,17163,ST. CLAIR,4242,240,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226126,MICHIGAN,ST. CLAIR,"5,286",12,0.0,5,0,7,65,13,48,4,ST. CLAIR,St. Clair,MICHIGAN,26147,ST. CLAIR,5279,693,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226166,ILLINOIS,LENZBURG,487,0,0.0,0,0,0,5,0,4,1,LENZBURG,Lenzburg,ILLINOIS,17163,ST. CLAIR,487,162,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226206,MICHIGAN,MARINE CITY,"4,061",9,0.0,1,0,8,21,1,18,2,MARINE CITY,Marine City,MICHIGAN,26147,ST. CLAIR,4058,726,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226246,MICHIGAN,MARYSVILLE,"9,656",9,1.0,0,1,7,73,7,63,3,MARYSVILLE,Marysville,MICHIGAN,26147,ST. CLAIR,9672,509,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226286,ILLINOIS,MASCOUTAH,"8,091",2,0.0,0,0,2,48,4,40,4,MASCOUTAH,Mascoutah,ILLINOIS,17163,ST. CLAIR,7994,323,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226326,ILLINOIS,MILLSTADT,"3,869",16,0.0,2,1,13,20,6,14,0,MILLSTADT,Millstadt,ILLINOIS,17163,ST. CLAIR,3857,427,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226366,MICHIGAN,PORT HURON,"28,783",218,2.0,25,26,165,662,124,491,47,PORT HURON,Port Huron,MICHIGAN,26147,ST. CLAIR,82970,1369,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226406,ILLINOIS,O'FALLON,"29,686",53,1.0,12,8,32,423,41,367,15,O'FALLON,O'Fallon,ILLINOIS,17163,ST. CLAIR,29583,743,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226446,ILLINOIS,SAUGET,164,3,0.0,0,2,1,66,12,31,23,SAUGET,Sauget,ILLINOIS,17163,ST. CLAIR,168,14,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226486,ILLINOIS,SHILOH,"13,177",13,0.0,3,2,8,189,14,167,8,SHILOH,Shiloh,ILLINOIS,17163,ST. CLAIR,13586,475,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226526,ILLINOIS,SMITHTON,"3,836",0,0.0,0,0,0,15,3,12,0,SMITHTON,Smithton,ILLINOIS,17163,ST. CLAIR,3844,332,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226566,ILLINOIS,SWANSEA,"13,432",20,0.0,7,6,7,216,27,174,15,SWANSEA,Swansea,ILLINOIS,17163,ST. CLAIR,13350,796,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226606,MICHIGAN,YALE,"1,875",9,0.0,0,0,9,22,8,14,0,YALE,Yale,MICHIGAN,26147,ST. CLAIR,1870,525,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226646,MISSOURI,APPLETON CITY,"1,068",2,0.0,0,0,2,13,7,4,2,APPLETON CITY,Appleton City,MISSOURI,29185,ST. CLAIR,1080,363,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226686,ILLINOIS,DUPO,"3,810",7,0.0,0,1,6,77,11,57,9,DUPO,Dupo,ILLINOIS,17163,ST. CLAIR,3877,234,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226726,ILLINOIS,CENTREVILLE,"4,922",38,1.0,3,16,18,236,55,128,53,CENTREVILLE,Centreville,ILLINOIS,17163,ST. CLAIR,4897,451,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226766,ILLINOIS,LEBANON,"4,257",3,0.0,0,0,3,55,9,45,1,LEBANON,Lebanon,ILLINOIS,17163,ST. CLAIR,4238,615,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226806,MICHIGAN,CAPAC,"1,822",5,0.0,0,0,5,23,8,14,1,CAPAC,Capac,MICHIGAN,26147,ST. CLAIR,1837,381,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226846,MISSOURI,OSCEOLA,900,0,0.0,0,0,0,0,0,0,0,OSCEOLA,Osceola,MISSOURI,29185,ST. CLAIR,908,344,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226886,ILLINOIS,CASEYVILLE,"4,088",23,0.0,6,1,16,68,14,42,12,CASEYVILLE,Caseyville,ILLINOIS,17163,ST. CLAIR,4110,218,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226926,ILLINOIS,BELLEVILLE,"40,930",227,2.0,57,45,123,"1,093",213,778,102,BELLEVILLE,Belleville,ILLINOIS,17163,ST. CLAIR,40897,680,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
226966,ILLINOIS,CAHOKIA,"13,864",83,3.0,15,15,50,629,195,376,58,CAHOKIA,Cahokia,ILLINOIS,17163,ST. CLAIR,13880,548,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
227006,ILLINOIS,BROOKLYN,700,16,0.0,1,2,13,12,2,6,4,BROOKLYN,Brooklyn,ILLINOIS,17163,ST. CLAIR,698,332,polygon,True,3,True,"Birmingham-Hoover, AL HUD Metro FMR Area",2p2c,10912.02756,10343.83884,15050.3808,17642.436,7701.83868,10751.92968,86990.1684,70827.3828125
227049,WISCONSIN,HAMMOND,"1,885",0,0.0,0,0,0,8,0,6,2,HAMMOND,Hammond,WISCONSIN,55109,ST. CROIX,1886,337,polygon,True,3,True,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2p2c,13664.7996,8544.91044,15731.6292,16376.7828,8047.45308,11753.73408,94017.8736,101356.96875
227059,WISCONSIN,NORTH HUDSON,"3,813",2,0.0,0,0,2,9,0,8,1,NORTH HUDSON,North Hudson,WISCONSIN,55109,ST. CROIX,3811,950,polygon,True,3,True,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2p2c,13664.7996,8544.91044,15731.6292,16376.7828,8047.45308,11753.73408,94017.8736,101356.96875
227069,WISCONSIN,NEW RICHMOND,"9,268",22,0.0,7,1,14,115,14,101,0,NEW RICHMOND,New Richmond,WISCONSIN,55109,ST. CROIX,9414,338,polygon,True,3,True,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2p2c,13664.7996,8544.91044,15731.6292,16376.7828,8047.45308,11753.73408,94017.8736,101356.96875
227079,WISCONSIN,HUDSON,"14,074",19,0.0,2,1,16,381,29,331,21,HUDSON,Hudson,WISCONSIN,55109,ST. CROIX,24832,813,polygon,True,3,True,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",2p2c,13664.7996,8544.91044,15731.6292,16376.7828,8047.45308,11753.73408,94017.8736,101356.96875
227088,ARKANSAS,MADISON,685,3,0.0,0,1,2,5,2,3,0,MADISON,Madison,ARKANSAS,5123,ST. FRANCIS,686,151,polygon,True,3,False,"St. Francis County, AR",2p2c,7848.0,8335.03488,13267.356,14477.172,5863.75164,5378.48844,64450.8396,44257.23046875
227098,ARKANSAS,FORREST CITY,"13,887",129,2.0,8,20,99,668,85,457,126,FORREST CITY,Forrest City,ARKANSAS,5123,ST. FRANCIS,13820,263,polygon,True,3,False,"St. Francis County, AR",2p2c,7848.0,8335.03488,13267.356,14477.172,5863.75164,5378.48844,64450.8396,44257.23046875
227107,MISSOURI,TERRE DU LAC,"2,382",12,1.0,0,0,11,13,4,9,0,TERRE DU LAC,Terre du Lac,MISSOURI,29187,ST. FRANCOIS,2662,155,polygon,False,3,False,"St. Francois County, MO",2p2c,8004.0,8424.9822,13125.8244,15188.022,5952.86796,5531.8554,65225.8416,60007.71484375
227117,MISSOURI,PARK HILLS,"8,484",36,2.0,8,3,23,191,25,141,25,PARK HILLS,Park Hills,MISSOURI,29187,ST. FRANCOIS,8529,161,polygon,True,3,False,"St. Francois County, MO",2p2c,8004.0,8424.9822,13125.8244,15188.022,5952.86796,5531.8554,65225.8416,60007.71484375
227127,MISSOURI,FARMINGTON,"19,178",27,1.0,6,3,17,641,49,561,31,FARMINGTON,Farmington,MISSOURI,29187,ST. FRANCOIS,46331,808,polygon,True,3,False,"St. Francois County, MO",2p2c,8004.0,8424.9822,13125.8244,15188.022,5952.86796,5531.8554,65225.8416,60007.71484375
227137,LOUISIANA,GREENSBURG,653,3,0.0,1,0,2,12,3,9,0,GREENSBURG,Greensburg,LOUISIANA,22091,ST. HELENA,652,99,polygon,True,3,True,"Baton Rouge, LA HUD Metro FMR Area",2p2c,8614.90356,9984.05268,15697.0512,18468.7092,6739.1352,7780.74972,76181.6076,53706.08203125
227145,LOUISIANA,GRAMERCY,"3,307",4,0.0,0,0,4,79,7,65,7,GRAMERCY,Gramercy,LOUISIANA,22093,ST. JAMES,13873,629,polygon,True,3,True,"St. James Parish, LA HUD Metro FMR Area",2p2c,9648.0,10763.58912,15271.5336,17462.8128,7395.92436,8154.0,78035.7192,67159.5546875
227155,LOUISIANA,LUTCHER,"3,192",4,0.0,0,0,4,36,8,26,2,LUTCHER,Lutcher,LOUISIANA,22093,ST. JAMES,3183,364,polygon,True,3,True,"St. James Parish, LA HUD Metro FMR Area",2p2c,9648.0,10763.58912,15271.5336,17462.8128,7395.92436,8154.0,78035.7192,67159.5546875
227161,FLORIDA,ST. AUGUSTINE,"14,778",107,1.0,19,14,73,440,58,357,25,ST. AUGUSTINE,St. Augustine,FLORIDA,12109,ST. JOHNS,82180,629,polygon,True,3,True,"Jacksonville, FL HUD Metro FMR Area",2p2c,15883.1496,11962.87428,14566.4328,13834.3992,10089.71268,7832.36724,87451.4532,101984.359375
227171,FLORIDA,ST. AUGUSTINE BEACH,"7,137",4,0.0,1,0,3,85,9,75,1,ST. AUGUSTINE BEACH,St. Augustine Beach,FLORIDA,12109,ST. JOHNS,7004,1278,polygon,True,3,True,"Jacksonville, FL HUD Metro FMR Area",2p2c,15883.1496,11962.87428,14566.4328,13834.3992,10089.71268,7832.36724,87451.4532,101984.359375
227193,MICHIGAN,CONSTANTINE,"2,105",6,0.0,2,0,4,22,5,15,2,CONSTANTINE,Constantine,MICHIGAN,26149,ST. JOSEPH,4143,504,polygon,True,3,True,"South Bend-Mishawaka, IN HUD Metro FMR Area",2p2c,10212.0,8784.76752,13757.7276,15119.4108,6883.27812,8927.87472,82471.1604,70076.7734375
227213,MICHIGAN,COLON,"1,159",2,1.0,1,0,0,6,1,5,0,COLON,Colon,MICHIGAN,26149,ST. JOSEPH,1158,325,polygon,True,3,True,"South Bend-Mishawaka, IN HUD Metro FMR Area",2p2c,10212.0,8784.76752,13757.7276,15119.4108,6883.27812,8927.87472,82471.1604,70076.7734375
227233,MICHIGAN,MENDON,854,1,0.0,0,0,1,7,1,6,0,MENDON,Mendon,MICHIGAN,26149,ST. JOSEPH,851,335,polygon,True,3,True,"South Bend-Mishawaka, IN HUD Metro FMR Area",2p2c,10212.0,8784.76752,13757.7276,15119.4108,6883.27812,8927.87472,82471.1604,70076.7734375
227253,INDIANA,SOUTH BEND,"101,944","1,357",14.0,56,267,"1,020","4,296",867,"2,868",561,SOUTH BEND,South Bend,INDIANA,18141,ST. JOSEPH,280498,938,polygon,True,2,True,"South Bend-Mishawaka, IN HUD Metro FMR Area",2p2c,10212.0,8784.76752,13757.7276,15119.4108,6883.27812,8927.87472,82471.1604,70076.7734375
227273,MICHIGAN,WHITE PIGEON,"1,521",2,0.0,0,0,2,40,5,26,9,WHITE PIGEON,White Pigeon,MICHIGAN,26149,ST. JOSEPH,1527,418,polygon,True,3,True,"South Bend-Mishawaka, IN HUD Metro FMR Area",2p2c,10212.0,8784.76752,13757.7276,15119.4108,6883.27812,8927.87472,82471.1604,70076.7734375
227293,MICHIGAN,THREE RIVERS,"7,643",75,1.0,16,8,50,352,52,269,31,THREE RIVERS,Three Rivers,MICHIGAN,26149,ST. JOSEPH,10560,545,polygon,True,3,True,"South Bend-Mishawaka, IN HUD Metro FMR Area",2p2c,10212.0,8784.76752,13757.7276,15119.4108,6883.27812,8927.87472,82471.1604,70076.7734375
227313,MICHIGAN,STURGIS,"10,779",44,0.0,17,4,23,310,29,244,37,STURGIS,Sturgis,MICHIGAN,26149,ST. JOSEPH,12881,622,polygon,True,3,True,"South Bend-Mishawaka, IN HUD Metro FMR Area",2p2c,10212.0,8784.76752,13757.7276,15119.4108,6883.27812,8927.87472,82471.1604,70076.7734375
227326,LOUISIANA,EUNICE,"9,939",51,2.0,3,5,41,550,104,417,29,EUNICE,Eunice,LOUISIANA,22097,ST. LANDRY,11269,737,polygon,True,3,False,"St. Landry Parish, LA",2p2c,8892.0,9174.53544,13455.492,18392.9844,6546.21828,6647.8044,70589.6256,46306.7734375
227336,LOUISIANA,KROTZ SPRINGS,"1,208",8,0.0,2,0,6,35,1,32,2,KROTZ SPRINGS,Krotz Springs,LOUISIANA,22097,ST. LANDRY,1176,262,polygon,True,3,False,"St. Landry Parish, LA",2p2c,8892.0,9174.53544,13455.492,18392.9844,6546.21828,6647.8044,70589.6256,46306.7734375
227346,LOUISIANA,OPELOUSAS,"16,049",394,6.0,25,48,315,"1,287",405,831,51,OPELOUSAS,Opelousas,LOUISIANA,22097,ST. LANDRY,24423,775,polygon,True,3,False,"St. Landry Parish, LA",2p2c,8892.0,9174.53544,13455.492,18392.9844,6546.21828,6647.8044,70589.6256,46306.7734375
227358,NEW YORK,OGDENSBURG,"10,484",36,0.0,3,2,31,296,56,237,3,OGDENSBURG,Ogdensburg,NEW YORK,36089,ST. LAWRENCE,10638,813,polygon,True,3,False,"St. Lawrence County, NY",2p2c,10284.0,8514.92796,14764.5684,15354.6396,6811.593,8971.38276,82032.7152,64409.71875
227361,MINNESOTA,HERMANTOWN,"9,770",9,0.0,4,0,5,618,25,581,12,HERMANTOWN,Hermantown,MINNESOTA,27137,ST. LOUIS,9637,108,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227381,MISSOURI,CALVERTON PARK,"1,269",10,3.0,0,1,6,29,7,19,3,CALVERTON PARK,Calverton Park,MISSOURI,29189,ST. LOUIS,1268,1190,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227401,MISSOURI,BERKELEY,"8,868",91,1.0,4,31,55,377,80,196,101,BERKELEY,Berkeley,MISSOURI,29189,ST. LOUIS,8841,688,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227421,MISSOURI,BEL-NOR,"1,398",1,0.0,0,0,1,25,4,10,11,BEL-NOR,Bel-Nor,MISSOURI,29189,ST. LOUIS,1397,855,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227441,MISSOURI,BELLEFONTAINE NEIGHBORS,"10,416",124,3.0,6,19,96,354,106,168,80,BELLEFONTAINE NEIGHBORS,Bellefontaine Neighbors,MISSOURI,29189,ST. LOUIS,10397,913,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227461,MINNESOTA,ELY,"3,344",2,0.0,2,0,0,40,6,31,3,ELY,Ely,MINNESOTA,27137,ST. LOUIS,3355,443,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227481,MISSOURI,ROCK HILL,"4,620",6,1.0,0,0,5,63,11,46,6,ROCK HILL,Rock Hill,MISSOURI,29189,ST. LOUIS,4620,1627,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227501,MINNESOTA,EVELETH,"3,582",11,0.0,5,1,5,108,20,81,7,EVELETH,Eveleth,MINNESOTA,27137,ST. LOUIS,3569,218,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227521,MISSOURI,BELLA VILLA,726,3,0.0,1,0,2,8,1,5,2,BELLA VILLA,Bella Villa,MISSOURI,29189,ST. LOUIS,724,2166,polygon,True,2,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227541,MISSOURI,CLAYTON,"16,936",12,0.0,1,3,8,234,23,176,35,CLAYTON,Clayton,MISSOURI,29189,ST. LOUIS,16747,2578,polygon,True,2,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227561,MISSOURI,HILLSDALE,"1,568",15,1.0,0,4,10,29,15,10,4,HILLSDALE,Hillsdale,MISSOURI,29189,ST. LOUIS,1542,1738,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227581,MISSOURI,RIVERVIEW,"2,836",50,4.0,2,4,40,96,30,42,24,RIVERVIEW,Riverview,MISSOURI,29189,ST. LOUIS,2832,1307,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227601,MISSOURI,MAPLEWOOD,"8,108",26,0.0,0,7,19,594,39,523,32,MAPLEWOOD,Maplewood,MISSOURI,29189,ST. LOUIS,8092,2007,polygon,True,2,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227621,MISSOURI,LADUE,"8,650",8,0.0,0,2,6,143,17,106,20,LADUE,Ladue,MISSOURI,29189,ST. LOUIS,8616,388,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227641,MINNESOTA,HIBBING,"15,895",41,1.0,12,0,28,166,19,126,21,HIBBING,Hibbing,MINNESOTA,27137,ST. LOUIS,15855,33,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227661,MISSOURI,VINITA PARK,"10,979",159,7.0,6,33,113,600,153,366,81,VINITA PARK,Vinita Park,MISSOURI,29189,ST. LOUIS,2116,1048,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
227681,MISSOURI,WARSON WOODS,"1,925",0,0.0,0,0,0,16,2,14,0,WARSON WOODS,Warson Woods,MISSOURI,29189,ST. LOUIS,1897,1289,polygon,True,3,True,"St. Louis, MO-IL HUD Metro FMR Area",2p2c,12218.9076,9924.08784,13753.2408,14113.5144,8023.28028,9197.37528,82190.52,90980.8984375
