State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2
,Velma,595,0,0,0,0,0,0,0,0,0,0
,Verden,535,0,0,0,0,0,10,3,5,2,0
,Verdigris,"4,603",4,0,0,0,4,31,3,22,6,0
,Vian,"1,351",12,0,2,0,10,27,3,21,3,0
,Vici,708,1,0,1,0,0,7,1,6,0,0
,Vinita,"5,343",11,0,3,1,7,95,28,60,7,1
,Wagoner,"9,154",14,0,4,1,9,223,40,169,14,2
,Wakita,324,0,0,0,0,0,1,0,1,0,0
,Walters,"2,379",1,0,0,1,0,38,16,17,5,0
,Warner,"1,588",1,0,0,0,1,5,2,2,1,0
,Warr Acres,"10,331",71,1,5,10,55,344,139,164,41,0
,Washington,664,0,0,0,0,0,3,3,0,0,0
,Watonga,"2,837",3,0,0,0,3,32,7,20,5,0
,Watts,310,1,0,0,0,1,2,2,0,0,0
,Waukomis,"1,290",1,0,0,0,1,15,5,9,1,1
,Waurika,"1,919",2,0,1,0,1,21,7,12,2,0
,Waynoka,913,1,0,0,0,1,11,0,9,2,1
,Weatherford,"12,186",25,0,5,3,17,270,51,202,17,0
,Weleetka,964,7,0,0,0,7,16,4,11,1,0
,Wellston,783,0,0,0,0,0,8,3,3,2,0
,West Siloam Springs,870,3,0,0,0,3,69,7,49,13,1
,Westville,"1,543",8,0,1,0,7,64,17,45,2,0
,Wetumka,"1,198",5,0,3,0,2,32,13,16,3,0
,Wewoka,"3,252",19,0,2,0,17,103,45,50,8,1
,Wilburton,"2,560",14,0,1,0,13,51,19,25,7,0
,Wilson,"1,697",2,0,1,0,1,24,7,13,4,0
,Woodward,"12,195",31,0,9,1,21,253,85,155,13,0
,Wyandotte,330,1,0,0,0,1,1,0,1,0,0
,Wynnewood,"2,207",13,0,1,0,12,12,4,8,0,0
,Wynona,434,0,0,0,0,0,1,0,1,0,0
,Yale,"1,192",0,0,0,0,0,15,5,9,1,2
,Yukon,"28,184",45,0,5,3,37,438,56,355,27,5
OREGON,Albany,"54,993",70,1,10,16,43,"1,467",128,"1,242",97,17
,Ashland4,"21,415",29,0,4,5,20,,,460,23,4
,Astoria,"10,040",75,0,9,11,55,336,66,255,15,3
,Baker City,"9,750",22,0,2,8,12,324,28,283,13,3
,Banks,"2,055",1,0,1,0,0,21,4,17,0,0
,Beaverton,"100,130",217,1,53,49,114,"1,988",185,"1,601",202,14
,Bend,"100,588",154,0,30,21,103,"1,919",135,"1,678",106,14
,Boardman,"3,425",13,0,3,0,10,43,9,31,3,1
,Burns,"2,781",13,0,2,6,5,45,5,39,1,0
,Canby,"17,962",32,0,8,0,24,187,17,156,14,3
,Cannon Beach,"1,756",0,0,0,0,0,23,1,21,1,0
,Carlton,"2,206",2,0,2,0,0,41,6,35,0,1
,Central Point,"18,753",31,1,9,2,19,362,48,297,17,4
,Coburg,"1,156",4,0,1,1,2,21,11,8,2,0
,Columbia City,"2,048",1,0,0,0,1,11,0,10,1,0
,Coos Bay,"16,471",76,0,20,14,42,795,172,587,36,10
,Coquille,"3,933",19,0,2,2,15,87,19,66,2,0
,Cornelius,"12,827",35,0,5,7,23,271,35,218,18,3
,Dallas,"16,983",48,0,7,1,40,326,35,273,18,2
,Eagle Point,"9,530",16,0,1,1,14,224,22,197,5,1
,Eugene,"173,183",675,2,123,180,370,"6,184",964,"4,614",606,42
,Florence,"9,183",17,1,4,1,11,227,20,202,5,5
,Forest Grove,"25,063",52,0,10,3,39,466,57,366,43,2
,Gearhart,"1,612",0,0,0,0,0,20,1,19,0,0
,Gervais,"2,783",2,0,1,1,0,13,0,11,2,0
,Gladstone,"12,340",24,0,7,3,14,245,38,177,30,6
,Grants Pass,"38,475",121,0,24,21,76,"1,235",151,958,126,7
,Gresham,"110,692",490,3,77,113,297,"3,442",407,"1,992","1,043",29
,Hermiston,"17,780",47,0,3,8,36,541,67,443,31,1
,Hillsboro,"110,549",274,0,77,56,141,"2,164",175,"1,779",210,19
,Hines,"1,549",1,0,0,0,1,17,0,15,2,0
,Hood River,"7,876",13,0,2,3,8,229,9,201,19,0
,Hubbard,"3,598",7,0,0,1,6,42,5,31,6,1
,Independence,"10,367",19,0,2,1,16,145,14,123,8,3
,Jacksonville,"2,919",3,0,0,0,3,67,2,62,3,2
,Keizer,"40,109",61,0,9,9,43,648,78,508,62,2
,King City,"4,072",1,0,0,0,1,64,21,40,3,0
,Klamath Falls,"22,447",105,4,18,15,68,741,117,543,81,11
,La Grande,"13,294",14,1,4,2,7,321,68,233,20,4
,Lake Oswego,"39,888",24,1,7,6,10,481,55,380,46,2
,Lebanon,"17,304",29,0,11,0,18,372,22,323,27,4
,Madras,"7,028",21,1,2,4,14,250,33,192,25,1
,McMinnville,"34,935",69,1,22,7,39,758,88,632,38,6
,Milton-Freewater,"7,051",14,1,2,3,8,163,25,113,25,1
,Molalla,"9,328",9,0,4,1,4,67,10,55,2,2
,Monmouth,"10,630",15,0,4,2,9,128,13,106,9,2
,Mount Angel,"3,621",4,0,0,0,4,42,5,33,4,1
,Myrtle Creek,"3,508",4,0,2,0,2,125,23,94,8,0
,Newberg-Dundee,"27,378",33,0,14,1,18,381,29,331,21,4
,Newport,"10,772",37,1,8,1,27,279,16,239,24,3
,North Bend,"9,775",16,1,2,3,10,444,43,380,21,2
,North Plains,"2,226",3,0,0,0,3,31,1,29,1,0
,Ontario,"11,044",82,2,10,11,59,673,75,541,57,5
,Oregon City,"37,723",107,0,13,10,84,644,54,516,74,9
,Pendleton,"16,796",54,0,9,7,38,483,33,405,45,5
,Phoenix,"4,627",15,2,1,3,9,248,14,226,8,1
,Pilot Rock,"1,510",5,0,1,0,4,12,4,8,0,0
,Portland,"662,114","3,606",29,368,979,"2,230","34,452","4,200","23,820","6,432",252
,Prineville,"10,479",38,0,5,3,30,223,26,187,10,0
,Rainier,"2,017",2,0,1,0,1,48,7,40,1,0
,Redmond,"31,558",71,0,7,7,57,"1,113",86,954,73,10
,Reedsport,"4,123",16,0,3,1,12,145,17,116,12,1
,Rockaway Beach,"1,415",6,0,0,0,6,24,11,12,1,0
,Rogue River,"2,365",7,1,3,0,3,103,6,87,10,2
,Roseburg,"23,447",78,0,18,20,40,"1,345",151,"1,084",110,9
,Salem,"175,867",670,0,35,152,483,"6,488",680,"4,966",842,43
,Scappoose,"7,592",11,0,3,0,8,65,3,57,5,1
,Sherwood,"19,865",12,0,0,0,12,217,19,188,10,0
,Silverton,"10,831",16,0,5,3,8,229,30,183,16,2
,Springfield,"63,438",190,1,34,32,123,"1,978",169,"1,640",169,16
,Stanfield,"2,094",6,0,0,1,5,42,12,26,4,1
,Stayton,"8,318",16,0,0,1,15,236,26,186,24,1
,St. Helens,"13,900",41,0,9,4,28,139,14,111,14,4
,Sunriver,,1,0,0,0,1,54,9,43,2,0
,Sutherlin,"8,136",24,0,4,1,19,223,30,173,20,1
,Talent,"6,604",9,0,1,0,8,160,7,142,11,1
,The Dalles,"15,752",28,0,9,0,19,491,81,358,52,5
,Tigard,"55,621",119,0,13,29,77,"1,410",137,"1,158",115,9
,Toledo,"3,648",1,0,0,0,1,41,3,37,1,1
,Tualatin,"27,788",63,0,8,17,38,765,62,641,62,2
,Umatilla,"7,202",8,0,2,0,6,88,14,62,12,0
,Vernonia,"2,288",2,0,0,0,2,7,2,5,0,0
,Warrenton,"5,772",21,0,3,8,10,407,23,374,10,4
,West Linn,"26,962",19,0,9,2,8,231,21,196,14,2
,Winston,"5,515",10,0,1,0,9,145,19,89,37,0
,Woodburn,"26,338",90,0,19,20,51,918,137,640,141,3
PENNSYLVANIA,"Abington Township, Montgomery County","55,476",53,0,6,15,32,934,32,883,19,2
,Adamstown,"1,855",5,0,1,2,2,4,1,2,1,0
,"Adams Township, Butler County","14,330",13,0,0,1,12,20,4,16,0,0
,Akron,"4,033",2,0,0,0,2,16,0,15,1,0
,Aleppo Township,"1,867",0,0,0,0,0,13,1,11,1,0
,"Allegheny Township, Blair County","6,512",22,0,2,1,19,114,12,102,0,0
,Allentown,"121,855",471,7,64,170,230,"2,782",521,"2,018",243,5
,Altoona,"43,429",264,0,83,22,159,675,142,481,52,9
,Armagh Township,"3,794",2,0,0,0,2,8,2,6,0,0
,Ashland,"2,670",4,0,0,0,4,5,0,5,0,0
,Athens,"3,191",5,0,0,0,5,24,3,21,0,0
,Athens Township,"5,077",12,0,2,1,9,168,6,159,3,0
,Avalon,"4,539",18,0,2,1,15,51,8,41,2,0
,Baldwin Borough,"19,426",18,0,3,3,12,105,18,81,6,0
,Baldwin Township,"1,926",4,0,0,0,4,9,0,8,1,0
,Bangor,"5,234",15,0,1,1,13,38,7,29,2,0
,Bedford,"2,691",6,0,2,1,3,22,4,18,0,0
,Bellwood,"1,741",1,0,0,0,1,18,3,14,1,0
,Ben Avon Heights,362,0,0,0,0,0,3,0,3,0,0
,"Bethel Township, Berks County","4,178",1,0,0,0,1,23,1,19,3,0
,Bigler Township Regional,"1,225",0,0,0,0,0,12,0,10,2,0
,Birmingham Township,"4,210",3,0,0,0,3,9,1,8,0,0
,Blacklick Township,"1,877",0,0,0,0,0,0,0,0,0,0
,Blair Township,"4,500",6,0,0,1,5,35,6,28,1,0
,Blawnox,"1,379",2,0,0,0,2,1,0,1,0,0
,Blossburg,"1,489",2,0,0,0,2,4,1,2,1,0
,Blythe Township,887,0,0,0,0,0,0,0,0,0,0
,Bonneauville,"1,838",1,0,0,0,1,3,0,3,0,0
,Brackenridge,"3,140",7,0,1,1,5,33,1,29,3,0
,Braddock,"2,107",3,0,0,1,2,48,13,26,9,0
,"Brecknock Township, Berks County","4,669",0,0,0,0,0,11,3,7,1,0
,Brentwood,"9,291",20,0,1,2,17,96,17,73,6,0
,Bristol Township,"53,508",93,1,20,42,30,752,77,583,92,10
,Buckingham Township,"20,279",0,0,0,0,0,55,13,39,3,1
,Butler,"12,901",49,0,0,9,40,229,38,181,10,2
,"Butler Township, Butler County","16,447",24,0,8,2,14,236,6,227,3,0
,"Caernarvon Township, Berks County","4,174",8,0,0,1,7,73,5,67,1,0
,Caln Township,"14,363",28,0,1,3,24,261,10,242,9,0
,Cambridge Springs,"2,648",5,0,1,0,4,16,5,11,0,0
,Canonsburg,"8,789",7,0,0,1,6,31,1,30,0,2
,Carnegie,"7,828",26,0,0,8,18,180,13,154,13,0
,Carrolltown,789,1,0,0,0,1,5,3,2,0,0
,Catasauqua,"6,619",14,0,1,0,13,118,19,90,9,0
,Central Bucks Regional,"15,494",8,0,0,1,7,72,6,63,3,1
,Chambersburg,"21,131",59,4,9,12,34,491,51,429,11,4
,Chartiers Township,"8,031",3,0,0,1,2,35,2,33,0,1
,Chester,"33,905",469,18,29,142,280,"1,019",254,597,168,17
,Cleona,"2,221",0,0,0,0,0,10,0,10,0,
,Cochranton,"1,077",2,0,0,0,2,1,0,1,0,0
,Collegeville,"5,115",1,0,0,0,1,18,1,17,0,0
,Covington Township,"2,255",7,0,0,1,6,19,3,13,3,0
,Crafton,"6,178",12,0,0,1,11,168,5,160,3,0
,Cresson Township,"2,492",1,0,0,0,1,5,0,5,0,0
,"Cumberland Township, Greene County","6,180",9,0,0,0,9,77,8,65,4,1
,Cumru Township,"15,496",16,0,0,3,13,232,20,202,10,2
,Dallas Township,"9,354",1,0,0,1,0,33,4,28,1,0
,Danville,"4,613",18,0,0,0,18,51,4,46,1,0
,Darby Township,"9,256",68,2,2,7,57,176,16,138,22,0
,Derry,"2,512",0,0,0,0,0,4,0,4,0,0
,Doylestown Township,"17,397",12,0,3,0,9,88,10,77,1,0
,Dublin Borough,"2,140",4,0,0,2,2,7,1,5,1,0
,Duncansville,"1,162",1,0,0,0,1,6,0,5,1,0
,Dunnstable Township,"1,010",0,0,0,0,0,0,0,0,0,0
,East Bangor,"1,699",0,0,0,0,0,2,0,2,0,0
,East Brandywine Township,"9,123",4,0,0,0,4,16,0,15,1,0
,East Franklin Township,"3,849",0,0,0,0,0,27,0,27,0,0
,East Greenville,"2,962",0,0,0,0,0,10,1,9,0,0
,East Taylor Township,"2,488",2,0,0,0,2,13,4,8,1,0
,Eddystone,"2,404",21,0,1,4,16,176,6,164,6,1
,Edgeworth,"1,647",0,0,0,0,0,0,0,0,0,0
,Elderton,338,0,0,0,0,0,0,0,0,0,0
,Elizabeth,"1,966",3,0,0,0,3,1,0,1,0,0
,Elizabeth Township,"12,991",12,0,3,1,8,84,14,68,2,1
,Elkland,"1,742",3,0,0,0,3,17,3,13,1,1
,Emporium,"1,806",5,0,0,0,5,14,1,13,0,0
,Ephrata Township,"10,483",8,0,1,2,5,149,8,133,8,0
,Erie,"95,834",476,9,54,93,320,"1,817",342,"1,379",96,33
,Etna,"3,324",6,0,0,1,5,44,4,35,5,0
,Fawn Township,"2,304",2,0,0,0,2,12,1,9,2,0
,Fayette City,555,0,0,0,0,0,1,0,1,0,0
,Ford City,"2,770",4,0,1,2,1,31,3,25,3,0
,Forest City,"1,741",1,0,0,0,1,13,2,11,0,2
,Forks Township,"15,741",4,0,4,0,0,141,2,137,2,0
,"Foster Township, McKean County","4,047",4,0,1,1,2,21,6,15,0,1
,Frackville,"3,609",6,0,0,0,6,20,4,16,0,0
,"Franklin Township, Columbia County",583,3,0,0,1,2,0,0,0,0,0
,Greene County Regional Police Department,"5,250",1,0,0,0,1,40,9,28,3,0
,Grove City,"7,840",9,1,2,0,6,31,5,25,1,0
,Hanover,"15,707",37,0,1,13,23,300,26,269,5,2
,Harrisburg,"49,195",443,13,36,160,234,"1,069",229,728,112,13
,Harveys Lake,"2,768",0,0,0,0,0,13,1,11,1,0
,Hastings,"1,171",0,0,0,0,0,8,1,7,0,0
,Highspire,"2,371",12,0,0,3,9,42,2,40,0,
,Hilltown Township,"15,589",13,0,5,1,7,116,8,103,5,0
,Hughestown,"1,375",1,0,0,0,1,5,1,4,0,0
,"Independence Township, Beaver County","2,342",2,0,0,0,2,11,1,10,0,0
,Indiana,"12,974",88,0,10,6,72,142,19,122,1,0
,Ingram,"3,212",5,0,0,1,4,19,4,15,0,0
,Ivyland,"1,039",0,0,0,0,0,4,2,2,0,0
,"Jackson Township, Cambria County","4,041",4,0,0,0,4,7,0,7,0,1
,"Jackson Township, Luzerne County","4,638",0,0,0,0,0,7,1,5,1,0
,Jefferson Hills Borough,"11,211",25,0,0,1,24,62,6,53,3,0
,Kingston Township,"6,882",4,0,0,0,4,34,2,31,1,0
,"Lancaster Township, Butler County","2,683",1,0,0,0,1,2,2,0,0,0
,"Lancaster Township, Lancaster County","17,176",21,1,2,3,15,343,16,299,28,0
,Langhorne Borough,"1,580",2,0,0,0,2,6,0,6,0,0
,Langhorne Manor,"1,428",0,0,0,0,0,2,1,1,0,0
,Lansdale,"16,759",23,0,3,3,17,177,10,164,3,0
,Lansdowne,"10,621",18,0,3,9,6,244,23,201,20,0
,Lansford,"3,800",26,0,1,2,23,82,14,62,6,0
,Latimore Township,"2,621",4,0,0,1,3,15,8,7,0,0
,Lawrence Park Township,"3,755",5,0,0,0,5,2,1,1,0,0
,Lebanon,"25,959",65,1,5,21,38,528,77,430,21,1
,Leetsdale,"1,173",2,0,0,0,2,28,5,21,2,0
,Lehighton,"5,309",23,0,1,2,20,79,21,49,9,1
,Lower Allen Township,"19,650",26,0,7,3,16,255,12,240,3,1
,Lower Burrell,"11,077",16,0,5,1,10,105,2,102,1,0
,Lower Heidelberg Township,"6,192",7,0,0,1,6,13,2,11,0,0
,Lower Merion Township,"59,796",29,0,2,19,8,874,78,762,34,1
,Lower Salford Township,"15,534",0,0,0,0,0,49,3,45,1,1
,Luzerne Township,"5,896",0,0,0,0,0,0,0,0,0,0
,"Mahoning Township, Carbon County","4,232",20,0,0,1,19,102,10,90,2,0
,"Mahoning Township, Lawrence County","2,875",1,0,0,0,1,0,0,0,0,0
,Malvern,"3,506",2,0,0,0,2,15,3,10,2,0
,Manheim,"4,859",25,0,4,2,19,70,11,53,6,0
,"Manor Township, Armstrong County","4,053",1,0,0,0,1,2,0,2,0,0
,"Manor Township, Lancaster County","21,059",8,0,1,2,5,119,23,91,5,0
,Mansfield,"2,940",2,0,0,0,2,4,0,4,0,0
,"Marion Township, Beaver County",872,0,0,0,0,0,3,1,2,0,0
,Marple Township,"23,859",7,0,0,1,6,317,15,300,2,0
,Masontown,"3,287",1,0,0,0,1,18,6,11,1,0
,McDonald Borough,"2,058",4,0,0,1,3,34,2,32,0,0
,McKeesport,"20,765",318,7,10,32,269,573,160,371,42,14
,McSherrystown,"3,091",2,0,0,0,2,1,0,1,0,0
,Mechanicsburg,"8,994",13,0,5,1,7,144,10,131,3,0
,Middleburg,"1,289",0,0,0,0,0,15,4,11,0,3
,Midland,"2,469",7,0,2,1,4,28,6,20,2,0
,Midway,875,1,0,0,0,1,0,0,0,0,0
,"Millcreek Township, Lebanon County","5,783",0,0,0,0,0,17,2,14,1,0
,Monongahela,"9,795",12,0,0,1,11,83,14,61,8,0
,Montoursville,"4,404",4,0,0,2,2,82,6,76,0,0
,Moon Township,"25,647",13,0,2,4,7,208,28,171,9,0
,Moscow,"2,061",19,0,0,0,19,17,3,13,1,0
,Mount Carmel Township,"2,970",16,0,0,0,16,8,3,5,0,0
,Mount Pleasant Township,"3,529",1,0,0,0,1,11,0,10,1,0
,Nazareth,"5,717",2,0,0,0,2,61,5,55,1,1
,Newberry Township,"15,885",21,0,2,0,19,255,39,204,12,0
,New Britain Township,"11,444",2,0,0,0,2,54,4,49,1,1
,New Kensington,"12,273",65,1,8,19,37,325,48,258,19,0
,Newport Township,"5,386",3,0,1,0,2,28,7,21,0,0
,New Sewickley Township,"7,175",12,0,2,0,10,81,8,72,1,0
,New Wilmington,"2,178",3,0,0,0,3,11,2,9,0,0
,Norristown,"34,430",170,4,4,100,62,543,70,411,62,1
,Northampton Township,"39,171",6,0,3,2,1,131,13,114,4,0
,North Coventry Township,"8,004",1,0,1,0,0,128,7,119,2,0
,North Middleton Township,"11,713",4,1,1,0,2,43,3,36,4,0
,North Sewickley Township,"5,392",7,0,0,0,7,27,1,24,2,0
,North Strabane Township,"14,751",35,0,2,1,32,88,2,85,1,0
,Northumberland,"3,605",4,0,0,0,4,16,6,7,3,0
,North Versailles Township,"12,034",31,0,1,6,24,47,6,36,5,0
,Old Forge,"7,891",6,0,0,0,6,31,2,28,1,0
,Palmerton,"5,334",2,0,0,0,2,89,10,77,2,0
,Palmyra,"7,609",35,0,1,0,34,61,5,56,0,0
,Palo Alto,977,0,0,0,0,0,0,0,0,0,0
,Patton,"1,609",2,0,0,0,2,3,0,3,0,0
,Penndel,"2,140",5,0,0,1,4,4,0,2,2,0
,Penn Hills,"40,809",165,7,18,42,98,820,145,588,87,12
,"Penn Township, Butler County","4,887",0,0,0,0,0,26,1,19,6,0
,Pequea Township,"5,108",9,0,3,0,6,52,13,37,2,0
,Pine Creek Township,"3,242",0,0,0,0,0,6,0,2,4,0
,Plymouth,"5,780",46,0,5,7,34,79,18,51,10,1
,Point Township,"3,598",2,0,0,0,2,27,5,22,0,0
,Portage,"2,391",1,0,1,0,0,22,4,18,0,0
,Port Allegany,"2,001",1,0,1,0,0,3,1,2,0,0
,Port Carbon,"1,772",1,0,0,0,1,1,0,1,0,0
,Portersville,225,0,0,0,0,0,0,0,0,0,0
,Pottstown,"22,705",163,5,31,27,100,705,108,556,41,5
,Prospect,"1,116",0,0,0,0,0,2,1,1,0,0
,Pymatuning Township,"3,057",11,0,0,1,10,38,6,28,4,1
,Ralpho Township,"4,214",12,0,1,0,11,9,0,9,0,0
,Ridley Park,"7,046",7,0,1,1,5,47,7,35,5,1
,Roaring Brook Township,"1,970",0,0,0,0,0,4,1,3,0,0
,"Robinson Township, Allegheny County","13,711",17,1,1,0,15,283,0,280,3,0
,"Robinson Township, Washington County","1,890",4,0,1,0,3,17,0,16,1,0
,Rosslyn Farms,413,0,0,0,0,0,0,0,0,0,0
,Rostraver Township,"11,005",8,0,1,3,4,245,12,229,4,1
,Royersford,"4,770",8,0,1,2,5,38,3,33,2,0
,Ryan Township,"2,547",0,0,0,0,0,4,0,4,0,0
,Salisbury Township,"13,991",7,0,0,3,4,124,8,113,3,2
,Sandy Township,"10,445",25,0,4,0,21,158,23,130,5,0
,Scottdale,"4,093",9,0,0,2,7,59,8,48,3,1
,Scranton,"77,323","1,199",0,45,66,"1,088","1,347",239,"1,026",82,6
,Selinsgrove,"5,962",20,0,6,2,12,123,16,104,3,1
,Shamokin Dam,"1,723",2,0,0,0,2,3,2,1,0,0
,Sharpsville,"4,091",14,0,3,0,11,53,10,43,0,0
,Sinking Spring,"4,132",7,0,0,1,6,48,11,32,5,0
,Smethport,"1,530",1,0,0,0,1,11,2,9,0,0
,Smith Township,"4,362",12,0,0,0,12,25,9,14,2,0
,South Beaver Township,"2,648",2,0,0,0,2,15,0,11,4,0
,South Buffalo Township,"2,520",1,0,0,0,1,10,1,9,0,0
,South Centre Township,"4,169",2,0,0,0,2,6,0,5,1,0
,South Heights,443,0,0,0,0,0,0,0,0,0,0
,South Strabane Township,"9,464",13,0,3,4,6,404,9,388,7,0
,Southwest Greensburg,"2,016",5,0,0,1,4,15,1,14,0,0
,"Southwest Regional, Washington County",131,2,0,0,0,2,10,2,8,0,0
,Springdale,"3,294",12,0,2,3,7,45,14,30,1,1
,Springettsbury Township,"26,888",28,0,5,7,16,685,35,626,24,1
,"Spring Township, Centre County","7,944",3,0,0,0,3,17,0,17,0,0
,State College,"58,633",54,3,11,8,32,548,36,497,15,3
,St. Clair Township,"1,425",0,0,0,0,0,0,0,0,0,0
,St. Marys City,"12,277",26,0,9,1,16,118,19,95,4,1
,Stockertown,923,0,0,0,0,0,1,0,1,0,0
,Stowe Township,"6,141",29,3,2,1,23,122,15,98,9,0
,"Sugarloaf Township, Luzerne County","3,920",1,0,0,0,1,34,6,27,1,0
,Summit Township,"2,116",0,0,0,0,0,0,0,0,0,0
,Sunbury,"9,352",16,0,5,2,9,117,17,91,9,5
,"Susquehanna Township, Dauphin County","25,238",73,1,10,12,50,274,39,217,18,2
,Swarthmore,"6,428",2,0,1,0,1,30,2,27,1,0
,Swatara Township,"26,643",76,2,9,17,48,786,47,718,21,2
,Swissvale,"8,652",17,1,0,4,12,149,20,120,9,1
,Sykesville,"1,117",0,0,0,0,0,0,0,0,0,0
,Throop,"3,902",12,0,0,0,12,36,12,23,1,0
,Tiadaghton Valley Regional,"7,578",8,0,1,0,7,34,2,32,0,0
,"Tinicum Township, Bucks County","3,956",3,0,1,1,1,15,3,11,1,0
,Tioga,646,0,0,0,0,0,4,0,4,0,0
,Tulpehocken Township,"3,412",1,0,0,0,1,5,0,4,1,0
,Tyrone,"5,160",9,0,0,2,7,69,13,56,0,0
,Union City,"3,126",3,0,1,0,2,35,2,33,0,0
,"Union Township, Lawrence County","4,863",15,0,0,2,13,187,22,165,0,0
,Upper Burrell Township,"2,220",0,0,0,0,0,10,0,10,0,0
,Upper Chichester Township,"16,925",28,0,5,7,16,265,19,230,16,0
,Upper Dublin Township,"26,624",7,2,1,0,4,147,11,130,6,0
,Upper Perkiomen,"3,876",1,0,1,0,0,41,4,34,3,0
,"Upper Providence Township, Delaware County","10,437",2,0,1,0,1,21,2,14,5,0
,Upper St. Clair Township,"19,741",1,0,0,0,1,149,5,142,2,0
,Valley Township,"7,934",14,0,0,3,11,77,15,61,1,0
,Vandling,705,1,0,1,0,0,1,0,0,1,0
,Vintondale,376,0,0,0,0,0,0,0,0,0,0
,Wampum,665,0,0,0,0,0,6,1,5,0,0
,Warminster Township,"32,293",27,0,9,12,6,284,14,253,17,
,Warren,"9,054",60,0,3,1,56,134,12,119,3,0
,Warrington Township,"24,607",23,0,1,4,18,164,11,149,4,0
,Wayne Township,"2,458",0,0,0,0,0,9,1,8,0,1
,Weissport,396,0,0,0,0,0,1,0,1,0,0
,West Brandywine Township,"7,508",4,0,2,0,2,54,6,42,6,0
,West Caln Township,"9,113",27,0,3,1,23,52,13,30,9,0
,West Carroll Township,"1,203",5,0,1,0,4,4,2,2,0,0
,West Cocalico Township,"7,446",3,0,1,0,2,16,7,9,0,0
,West Conshohocken,"1,435",5,0,2,1,2,20,6,12,2,0
,West Cornwall Township,"2,058",0,0,0,0,0,0,0,0,0,0
,West Hazleton,"4,463",9,0,0,1,8,73,17,50,6,0
,West Kittanning,"1,095",0,0,0,0,0,0,0,0,0,0
,West Leechburg,"1,222",0,0,0,0,0,2,0,2,0,0
,West Manchester Township,"18,860",27,1,3,6,17,480,19,441,20,0
,West Norriton Township,"15,650",38,2,1,13,22,227,20,192,15,0
,West Nottingham Township,"2,700",0,0,0,0,0,0,0,0,0,0
,West Pikeland Township,"4,086",0,0,0,0,0,16,2,12,2,0
,West Pottsgrove Township,"3,876",5,0,0,1,4,81,7,70,4,0
,West Reading,"4,224",30,0,0,3,27,128,9,113,6,0
,Westtown-East Goshen Regional,"32,366",44,0,6,2,36,173,11,155,7,0
,West Vincent Township,"5,887",2,0,0,0,2,16,5,11,0,0
,West Whiteland Township,"18,389",9,0,6,1,2,373,8,359,6,1
,Whitpain Township,"19,294",9,0,0,8,1,132,9,122,1,0
,Wilkes-Barre,"40,722",242,3,24,68,147,852,194,616,42,2
,Wilkinsburg,"15,389",120,11,6,22,81,403,75,262,66,1
,Wilkins Township,"6,137",3,0,0,2,1,129,10,108,11,0
,Williamsburg,"1,174",0,0,0,0,0,16,5,10,1,0
,Wilson,"7,822",21,1,4,2,14,144,11,126,7,0
,Womelsdorf,"2,899",1,0,0,0,1,10,1,9,0,0
,Worthington,592,0,0,0,0,0,0,0,0,0,0
,Wyomissing,"10,504",18,1,4,6,7,199,8,188,3,1
RHODE ISLAND,Barrington,"16,090",4,0,2,1,1,89,14,74,1,0
,Bristol,"22,070",16,0,7,0,9,103,6,94,3,1
,Burrillville,"16,859",9,1,2,0,6,79,17,57,5,2
,Central Falls,"19,423",82,1,11,13,57,289,44,192,53,2
,Charlestown,"7,819",6,0,1,1,4,48,14,32,2,1
,Coventry,"34,751",31,0,11,0,20,386,73,294,19,3
,Cranston,"81,471",127,1,26,20,80,"1,110",113,912,85,13
,Cumberland,"35,206",25,0,8,5,12,252,30,203,19,2
,East Greenwich,"13,119",5,0,0,2,3,91,9,78,4,0
,East Providence,"47,590",62,0,20,6,36,498,75,353,70,3
,Foster,"4,730",3,0,1,0,2,27,9,18,0,0
,Glocester,"10,281",4,0,0,0,4,26,5,17,4,1
,Hopkinton,"8,110",4,0,3,0,1,39,7,31,1,0
,Jamestown,"5,508",4,0,2,0,2,24,2,21,1,0
,Johnston,"29,424",32,0,8,6,18,326,62,225,39,0
,Lincoln,"21,891",25,0,6,8,11,380,33,325,22,0
,Little Compton,"3,488",2,0,0,0,2,21,6,14,1,0
,Middletown,"15,934",11,0,5,0,6,151,14,129,8,2
,Narragansett,"15,411",14,0,6,1,7,103,13,84,6,2
,Newport,"24,584",68,0,19,8,41,537,79,437,21,3
,New Shoreham,"1,032",3,0,0,0,3,23,7,15,1,0
,North Kingstown,"26,286",23,0,15,0,8,214,29,180,5,2
,North Providence,"32,655",44,1,6,2,35,208,48,117,43,2
,North Smithfield,"12,568",6,0,2,0,4,272,12,251,9,1
,Pawtucket,"72,030",293,1,57,47,188,"1,640",315,"1,146",179,13
,Portsmouth,"17,330",11,0,4,0,7,76,16,57,3,1
,Providence,"179,762",892,13,106,241,532,"5,413",715,"4,224",474,5
,Richmond,"7,701",3,0,0,0,3,37,4,30,3,0
,Scituate,"10,707",6,0,4,0,2,38,2,34,2,1
,Smithfield,"21,790",6,0,3,0,3,195,21,171,3,1
,South Kingstown,"30,656",19,0,8,1,10,214,31,172,11,1
,Tiverton,"15,745",11,0,5,2,4,180,21,148,11,1
,Warren,"10,419",18,0,5,1,12,133,24,104,5,0
